Fecha;Territorio;Tipo vacuna;Medida;Valor;
24/06/2022;Andalucía;Moderna;Dosis administradas;3654089;
24/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786741;
24/06/2022;Andalucía;Janssen;Dosis administradas;327714;
24/06/2022;Andalucía;Novavax;Dosis administradas;76;
24/06/2022;Almería;TOTAL;Dosis administradas;1598199;
24/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1098026;
24/06/2022;Almería;Moderna;Dosis administradas;317397;
24/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147980;
24/06/2022;Almería;Janssen;Dosis administradas;34775;
24/06/2022;Almería;Novavax;Dosis administradas;21;
24/06/2022;Cádiz;TOTAL;Dosis administradas;2747465;
24/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1877273;
24/06/2022;Cádiz;Moderna;Dosis administradas;554097;
24/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264917;
24/06/2022;Cádiz;Janssen;Dosis administradas;51176;
24/06/2022;Cádiz;Novavax;Dosis administradas;2;
24/06/2022;Córdoba;TOTAL;Dosis administradas;1798246;
24/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1251241;
24/06/2022;Córdoba;Moderna;Dosis administradas;337422;
24/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183656;
24/06/2022;Córdoba;Janssen;Dosis administradas;25925;
24/06/2022;Córdoba;Novavax;Dosis administradas;2;
24/06/2022;Granada;TOTAL;Dosis administradas;2018699;
24/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1367861;
24/06/2022;Granada;Moderna;Dosis administradas;418636;
24/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201588;
24/06/2022;Granada;Janssen;Dosis administradas;30612;
24/06/2022;Granada;Novavax;Dosis administradas;2;
24/06/2022;Huelva;TOTAL;Dosis administradas;1140394;
24/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;781804;
24/06/2022;Huelva;Moderna;Dosis administradas;215148;
24/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113589;
24/06/2022;Huelva;Janssen;Dosis administradas;29853;
24/06/2022;Huelva;Novavax;Dosis administradas;;
24/06/2022;Jaén;TOTAL;Dosis administradas;1423761;
24/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;995057;
24/06/2022;Jaén;Moderna;Dosis administradas;259865;
24/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147495;
24/06/2022;Jaén;Janssen;Dosis administradas;21338;
24/06/2022;Jaén;Novavax;Dosis administradas;6;
24/06/2022;Málaga;TOTAL;Dosis administradas;3501937;
24/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2479116;
24/06/2022;Málaga;Moderna;Dosis administradas;641279;
24/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329955;
24/06/2022;Málaga;Janssen;Dosis administradas;51552;
24/06/2022;Málaga;Novavax;Dosis administradas;35;
24/06/2022;Sevilla;TOTAL;Dosis administradas;4347047;
24/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2956750;
24/06/2022;Sevilla;Moderna;Dosis administradas;910245;
24/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397561;
24/06/2022;Sevilla;Janssen;Dosis administradas;82483;
24/06/2022;Sevilla;Novavax;Dosis administradas;8;
21/06/2022;Andalucía;TOTAL;Dosis administradas;18563493;
21/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12795985;
21/06/2022;Andalucía;Moderna;Dosis administradas;3653057;
21/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786682;
21/06/2022;Andalucía;Janssen;Dosis administradas;327695;
21/06/2022;Andalucía;Novavax;Dosis administradas;74;
21/06/2022;Almería;TOTAL;Dosis administradas;1596550;
21/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1096558;
21/06/2022;Almería;Moderna;Dosis administradas;317225;
21/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147974;
21/06/2022;Almería;Janssen;Dosis administradas;34772;
21/06/2022;Almería;Novavax;Dosis administradas;21;
21/06/2022;Cádiz;TOTAL;Dosis administradas;2746202;
21/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1876068;
21/06/2022;Cádiz;Moderna;Dosis administradas;554042;
21/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264917;
21/06/2022;Cádiz;Janssen;Dosis administradas;51173;
21/06/2022;Cádiz;Novavax;Dosis administradas;2;
21/06/2022;Córdoba;TOTAL;Dosis administradas;1797251;
21/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1250257;
21/06/2022;Córdoba;Moderna;Dosis administradas;337418;
21/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183652;
21/06/2022;Córdoba;Janssen;Dosis administradas;25924;
21/06/2022;Córdoba;Novavax;Dosis administradas;;
21/06/2022;Granada;TOTAL;Dosis administradas;2017384;
21/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1366943;
21/06/2022;Granada;Moderna;Dosis administradas;418246;
21/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201583;
21/06/2022;Granada;Janssen;Dosis administradas;30610;
21/06/2022;Granada;Novavax;Dosis administradas;2;
21/06/2022;Huelva;TOTAL;Dosis administradas;1139553;
21/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;781013;
21/06/2022;Huelva;Moderna;Dosis administradas;215105;
21/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113586;
21/06/2022;Huelva;Janssen;Dosis administradas;29849;
21/06/2022;Huelva;Novavax;Dosis administradas;;
21/06/2022;Jaén;TOTAL;Dosis administradas;1422984;
21/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;994431;
21/06/2022;Jaén;Moderna;Dosis administradas;259716;
21/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147495;
21/06/2022;Jaén;Janssen;Dosis administradas;21336;
21/06/2022;Jaén;Novavax;Dosis administradas;6;
21/06/2022;Málaga;TOTAL;Dosis administradas;3499766;
21/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2477056;
21/06/2022;Málaga;Moderna;Dosis administradas;641204;
21/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329922;
21/06/2022;Málaga;Janssen;Dosis administradas;51549;
21/06/2022;Málaga;Novavax;Dosis administradas;35;
21/06/2022;Sevilla;TOTAL;Dosis administradas;4343803;
21/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2953659;
21/06/2022;Sevilla;Moderna;Dosis administradas;910101;
21/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397553;
21/06/2022;Sevilla;Janssen;Dosis administradas;82482;
21/06/2022;Sevilla;Novavax;Dosis administradas;8;
17/06/2022;Andalucía;TOTAL;Dosis administradas;18555973;
17/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12789801;
17/06/2022;Andalucía;Moderna;Dosis administradas;3651780;
17/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786639;
17/06/2022;Andalucía;Janssen;Dosis administradas;327682;
17/06/2022;Andalucía;Novavax;Dosis administradas;71;
17/06/2022;Almería;TOTAL;Dosis administradas;1595427;
17/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1095882;
17/06/2022;Almería;Moderna;Dosis administradas;316781;
17/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147974;
17/06/2022;Almería;Janssen;Dosis administradas;34769;
17/06/2022;Almería;Novavax;Dosis administradas;21;
17/06/2022;Cádiz;TOTAL;Dosis administradas;2745561;
17/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1875464;
17/06/2022;Cádiz;Moderna;Dosis administradas;554013;
17/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264909;
17/06/2022;Cádiz;Janssen;Dosis administradas;51173;
17/06/2022;Cádiz;Novavax;Dosis administradas;2;
17/06/2022;Córdoba;TOTAL;Dosis administradas;1796322;
17/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1249344;
17/06/2022;Córdoba;Moderna;Dosis administradas;337414;
17/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183640;
17/06/2022;Córdoba;Janssen;Dosis administradas;25924;
17/06/2022;Córdoba;Novavax;Dosis administradas;;
17/06/2022;Granada;TOTAL;Dosis administradas;2016585;
17/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1366475;
17/06/2022;Granada;Moderna;Dosis administradas;417922;
17/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201579;
17/06/2022;Granada;Janssen;Dosis administradas;30607;
17/06/2022;Granada;Novavax;Dosis administradas;2;
17/06/2022;Huelva;TOTAL;Dosis administradas;1139058;
17/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;780569;
17/06/2022;Huelva;Moderna;Dosis administradas;215058;
17/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113584;
17/06/2022;Huelva;Janssen;Dosis administradas;29847;
17/06/2022;Huelva;Novavax;Dosis administradas;;
17/06/2022;Jaén;TOTAL;Dosis administradas;1422526;
17/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;994059;
17/06/2022;Jaén;Moderna;Dosis administradas;259633;
17/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147493;
17/06/2022;Jaén;Janssen;Dosis administradas;21335;
17/06/2022;Jaén;Novavax;Dosis administradas;6;
17/06/2022;Málaga;TOTAL;Dosis administradas;3498271;
17/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2475813;
17/06/2022;Málaga;Moderna;Dosis administradas;640970;
17/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329911;
17/06/2022;Málaga;Janssen;Dosis administradas;51545;
17/06/2022;Málaga;Novavax;Dosis administradas;32;
17/06/2022;Sevilla;TOTAL;Dosis administradas;4342223;
17/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2952195;
17/06/2022;Sevilla;Moderna;Dosis administradas;909989;
17/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397549;
17/06/2022;Sevilla;Janssen;Dosis administradas;82482;
17/06/2022;Sevilla;Novavax;Dosis administradas;8;
14/06/2022;Andalucía;TOTAL;Dosis administradas;18543697;
14/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12779921;
14/06/2022;Andalucía;Moderna;Dosis administradas;3649456;
14/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786589;
14/06/2022;Andalucía;Janssen;Dosis administradas;327661;
14/06/2022;Andalucía;Novavax;Dosis administradas;70;
14/06/2022;Almería;TOTAL;Dosis administradas;1593587;
14/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1094737;
14/06/2022;Almería;Moderna;Dosis administradas;316095;
14/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147969;
14/06/2022;Almería;Janssen;Dosis administradas;34766;
14/06/2022;Almería;Novavax;Dosis administradas;20;
14/06/2022;Cádiz;TOTAL;Dosis administradas;2744177;
14/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1874219;
14/06/2022;Cádiz;Moderna;Dosis administradas;553888;
14/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264897;
14/06/2022;Cádiz;Janssen;Dosis administradas;51171;
14/06/2022;Cádiz;Novavax;Dosis administradas;2;
14/06/2022;Córdoba;TOTAL;Dosis administradas;1795392;
14/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1248433;
14/06/2022;Córdoba;Moderna;Dosis administradas;337404;
14/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183632;
14/06/2022;Córdoba;Janssen;Dosis administradas;25923;
14/06/2022;Córdoba;Novavax;Dosis administradas;;
14/06/2022;Granada;TOTAL;Dosis administradas;2015719;
14/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1365969;
14/06/2022;Granada;Moderna;Dosis administradas;417568;
14/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201577;
14/06/2022;Granada;Janssen;Dosis administradas;30603;
14/06/2022;Granada;Novavax;Dosis administradas;2;
14/06/2022;Huelva;TOTAL;Dosis administradas;1137945;
14/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;779714;
14/06/2022;Huelva;Moderna;Dosis administradas;214806;
14/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113584;
14/06/2022;Huelva;Janssen;Dosis administradas;29841;
14/06/2022;Huelva;Novavax;Dosis administradas;;
14/06/2022;Jaén;TOTAL;Dosis administradas;1421594;
14/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;993313;
14/06/2022;Jaén;Moderna;Dosis administradas;259449;
14/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147491;
14/06/2022;Jaén;Janssen;Dosis administradas;21335;
14/06/2022;Jaén;Novavax;Dosis administradas;6;
14/06/2022;Málaga;TOTAL;Dosis administradas;3495918;
14/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2473973;
14/06/2022;Málaga;Moderna;Dosis administradas;640478;
14/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329895;
14/06/2022;Málaga;Janssen;Dosis administradas;51540;
14/06/2022;Málaga;Novavax;Dosis administradas;32;
14/06/2022;Sevilla;TOTAL;Dosis administradas;4339365;
14/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2949563;
14/06/2022;Sevilla;Moderna;Dosis administradas;909768;
14/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397544;
14/06/2022;Sevilla;Janssen;Dosis administradas;82482;
14/06/2022;Sevilla;Novavax;Dosis administradas;8;
10/06/2022;Andalucía;TOTAL;Dosis administradas;18535256;
10/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12773607;
10/06/2022;Andalucía;Moderna;Dosis administradas;3647390;
10/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786548;
10/06/2022;Andalucía;Janssen;Dosis administradas;327643;
10/06/2022;Andalucía;Novavax;Dosis administradas;68;
10/06/2022;Almería;TOTAL;Dosis administradas;1592235;
10/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1093969;
10/06/2022;Almería;Moderna;Dosis administradas;315519;
10/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147967;
10/06/2022;Almería;Janssen;Dosis administradas;34762;
10/06/2022;Almería;Novavax;Dosis administradas;18;
10/06/2022;Cádiz;TOTAL;Dosis administradas;2743485;
10/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1873622;
10/06/2022;Cádiz;Moderna;Dosis administradas;553800;
10/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264890;
10/06/2022;Cádiz;Janssen;Dosis administradas;51171;
10/06/2022;Cádiz;Novavax;Dosis administradas;2;
10/06/2022;Córdoba;TOTAL;Dosis administradas;1794395;
10/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1247476;
10/06/2022;Córdoba;Moderna;Dosis administradas;337377;
10/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183619;
10/06/2022;Córdoba;Janssen;Dosis administradas;25923;
10/06/2022;Córdoba;Novavax;Dosis administradas;;
10/06/2022;Granada;TOTAL;Dosis administradas;2014705;
10/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1365445;
10/06/2022;Granada;Moderna;Dosis administradas;417089;
10/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201569;
10/06/2022;Granada;Janssen;Dosis administradas;30600;
10/06/2022;Granada;Novavax;Dosis administradas;2;
10/06/2022;Huelva;TOTAL;Dosis administradas;1137374;
10/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;779230;
10/06/2022;Huelva;Moderna;Dosis administradas;214724;
10/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113584;
10/06/2022;Huelva;Janssen;Dosis administradas;29836;
10/06/2022;Huelva;Novavax;Dosis administradas;;
10/06/2022;Jaén;TOTAL;Dosis administradas;1421210;
10/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;993019;
10/06/2022;Jaén;Moderna;Dosis administradas;259359;
10/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147491;
10/06/2022;Jaén;Janssen;Dosis administradas;21335;
10/06/2022;Jaén;Novavax;Dosis administradas;6;
10/06/2022;Málaga;TOTAL;Dosis administradas;3494330;
10/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2472759;
10/06/2022;Málaga;Moderna;Dosis administradas;640116;
10/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329887;
10/06/2022;Málaga;Janssen;Dosis administradas;51536;
10/06/2022;Málaga;Novavax;Dosis administradas;32;
10/06/2022;Sevilla;TOTAL;Dosis administradas;4337522;
10/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2948087;
10/06/2022;Sevilla;Moderna;Dosis administradas;909406;
10/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397541;
10/06/2022;Sevilla;Janssen;Dosis administradas;82480;
10/06/2022;Sevilla;Novavax;Dosis administradas;8;
07/06/2022;Andalucía;TOTAL;Dosis administradas;18521422;
07/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12763436;
07/06/2022;Andalucía;Moderna;Dosis administradas;3643867;
07/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786440;
07/06/2022;Andalucía;Janssen;Dosis administradas;327614;
07/06/2022;Andalucía;Novavax;Dosis administradas;65;
07/06/2022;Almería;TOTAL;Dosis administradas;1590221;
07/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1092737;
07/06/2022;Almería;Moderna;Dosis administradas;314760;
07/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147954;
07/06/2022;Almería;Janssen;Dosis administradas;34753;
07/06/2022;Almería;Novavax;Dosis administradas;17;
07/06/2022;Cádiz;TOTAL;Dosis administradas;2741818;
07/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1872301;
07/06/2022;Cádiz;Moderna;Dosis administradas;553488;
07/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264862;
07/06/2022;Cádiz;Janssen;Dosis administradas;51165;
07/06/2022;Cádiz;Novavax;Dosis administradas;2;
07/06/2022;Córdoba;TOTAL;Dosis administradas;1793349;
07/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1246467;
07/06/2022;Córdoba;Moderna;Dosis administradas;337346;
07/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183613;
07/06/2022;Córdoba;Janssen;Dosis administradas;25923;
07/06/2022;Córdoba;Novavax;Dosis administradas;;
07/06/2022;Granada;TOTAL;Dosis administradas;2013445;
07/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1364687;
07/06/2022;Granada;Moderna;Dosis administradas;416601;
07/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201557;
07/06/2022;Granada;Janssen;Dosis administradas;30598;
07/06/2022;Granada;Novavax;Dosis administradas;2;
07/06/2022;Huelva;TOTAL;Dosis administradas;1136441;
07/06/2022;Huelva;Pfizer/BioNtech;Dosis administradas;778533;
07/06/2022;Huelva;Moderna;Dosis administradas;214493;
07/06/2022;Huelva;AstraZeneca/Oxford;Dosis administradas;113584;
07/06/2022;Huelva;Janssen;Dosis administradas;29831;
07/06/2022;Huelva;Novavax;Dosis administradas;;
07/06/2022;Jaén;TOTAL;Dosis administradas;1420234;
07/06/2022;Jaén;Pfizer/BioNtech;Dosis administradas;992266;
07/06/2022;Jaén;Moderna;Dosis administradas;259145;
07/06/2022;Jaén;AstraZeneca/Oxford;Dosis administradas;147486;
07/06/2022;Jaén;Janssen;Dosis administradas;21333;
07/06/2022;Jaén;Novavax;Dosis administradas;4;
07/06/2022;Málaga;TOTAL;Dosis administradas;3491895;
07/06/2022;Málaga;Pfizer/BioNtech;Dosis administradas;2471269;
07/06/2022;Málaga;Moderna;Dosis administradas;639196;
07/06/2022;Málaga;AstraZeneca/Oxford;Dosis administradas;329866;
07/06/2022;Málaga;Janssen;Dosis administradas;51532;
07/06/2022;Málaga;Novavax;Dosis administradas;32;
07/06/2022;Sevilla;TOTAL;Dosis administradas;4334019;
07/06/2022;Sevilla;Pfizer/BioNtech;Dosis administradas;2945176;
07/06/2022;Sevilla;Moderna;Dosis administradas;908838;
07/06/2022;Sevilla;AstraZeneca/Oxford;Dosis administradas;397518;
07/06/2022;Sevilla;Janssen;Dosis administradas;82479;
07/06/2022;Sevilla;Novavax;Dosis administradas;8;
03/06/2022;Andalucía;TOTAL;Dosis administradas;18512640;
03/06/2022;Andalucía;Pfizer/BioNtech;Dosis administradas;12757215;
03/06/2022;Andalucía;Moderna;Dosis administradas;3641393;
03/06/2022;Andalucía;AstraZeneca/Oxford;Dosis administradas;1786372;
03/06/2022;Andalucía;Janssen;Dosis administradas;327596;
03/06/2022;Andalucía;Novavax;Dosis administradas;64;
03/06/2022;Almería;TOTAL;Dosis administradas;1588769;
03/06/2022;Almería;Pfizer/BioNtech;Dosis administradas;1091806;
03/06/2022;Almería;Moderna;Dosis administradas;314247;
03/06/2022;Almería;AstraZeneca/Oxford;Dosis administradas;147952;
03/06/2022;Almería;Janssen;Dosis administradas;34747;
03/06/2022;Almería;Novavax;Dosis administradas;17;
03/06/2022;Cádiz;TOTAL;Dosis administradas;2741027;
03/06/2022;Cádiz;Pfizer/BioNtech;Dosis administradas;1871876;
03/06/2022;Cádiz;Moderna;Dosis administradas;553133;
03/06/2022;Cádiz;AstraZeneca/Oxford;Dosis administradas;264853;
03/06/2022;Cádiz;Janssen;Dosis administradas;51163;
03/06/2022;Cádiz;Novavax;Dosis administradas;2;
03/06/2022;Córdoba;TOTAL;Dosis administradas;1792448;
03/06/2022;Córdoba;Pfizer/BioNtech;Dosis administradas;1245634;
03/06/2022;Córdoba;Moderna;Dosis administradas;337302;
03/06/2022;Córdoba;AstraZeneca/Oxford;Dosis administradas;183589;
03/06/2022;Córdoba;Janssen;Dosis administradas;25923;
03/06/2022;Córdoba;Novavax;Dosis administradas;;
03/06/2022;Granada;TOTAL;Dosis administradas;2012302;
03/06/2022;Granada;Pfizer/BioNtech;Dosis administradas;1364061;
03/06/2022;Granada;Moderna;Dosis administradas;416088;
03/06/2022;Granada;AstraZeneca/Oxford;Dosis administradas;201557;
